"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25"
"1",0.188910053678116,-1.3524854136331,-0.393718986644404,-1.0059024666457,-0.574011100579635,-0.031777828840661,0.366095933693635,-0.203718908026768,-0.164637009562237,-0.407690461159299,2.44301993903965,0.345780250675181,0.0928606000989078,0.643414420647239,-2.21557759641056,0.801374626306811,1.54314452276395,-1.92164412480918,-0.632485195593958,-0.465472502491344,-0.349551895585572,0.743784077953461,0.605754546303171,-0.902686167586413,-0.288438469223378
"2",-1.42783773276986,0.349046105071069,1.06326375455758,0.429103491858742,-1.05677942338319,0.226048920703939,0.296552526161039,-0.324636144553989,-2.65917646125897,-0.162895448125774,0.75499818349983,-0.811673932419342,-0.927502300252544,0.152264583312142,-0.917641468239574,-0.555516874073734,1.01733193790341,0.074491288408851,-1.12565912586022,1.57644753787888,0.114597011844909,0.203562623615073,0.414640431188398,-1.16478370927897,0.0230494885669348
"3",-0.308223538558535,0.363603999872826,0.597374297392931,0.907907770016228,-0.337478109568253,-0.55243725703997,-0.631511852722278,0.204754162448067,0.151202698184421,-1.3501657033832,-0.0440370923475163,-0.843076700623636,-0.2806880488435,0.731482853845789,-0.0285303726780311,0.0843154818317274,1.51870671248093,-1.18246452670968,-0.168914168205266,-0.342828328915209,0.682101741801544,-1.62134350057527,-0.256900085012891,0.397672594592277,-0.332297217649775
"4",-0.744589414652146,0.814481270417695,0.28978055698134,0.495266866483052,0.357259747794212,-0.322288272398713,-0.407142214647595,-1.47157576461142,0.125364923608542,-1.56306177844349,-0.372566624581554,0.921737551776342,-0.246425716535483,-0.141352593109942,0.213373841679144,-1.28918478242137,0.317214073747975,-0.140549761879255,-1.20970845220549,0.00668163674740718,0.10931667821172,0.0405536838461376,-1.51648142313754,-0.00928334542665765,0.493822643769626
"5",1.10395756188212,-1.08798563323151,-1.13296491646504,0.974151293705402,1.92081049464034,-0.573901610657223,-1.11602666663212,0.612413980616829,1.1480527245255,-0.220554948520683,0.293266211724236,-1.69331713800439,0.15577628816917,0.0783407792207952,0.994655136814234,0.168373372311681,-1.39495614748612,0.25003949486595,-0.427738734584539,1.01741788369916,-0.457489185868219,-0.351145438933377,-0.0682416901663545,1.50431563986135,-0.567686193700252
"6",0.27529283100689,1.117314296529,0.289436182644643,-2.11151519029302,1.20008081050589,-0.0336284850727833,1.17509912611824,0.0991356685495311,0.249624021025255,-0.261954822409757,-0.106959899849197,-0.780179331970598,-0.668952639914136,0.13003249718458,0.182636911802169,-0.558548175987407,0.437876895754296,-0.0714408275262715,0.262162224772371,0.488344851561223,-0.703012669613854,-0.88508892159453,-1.74224296356228,0.272545240186529,0.69822197709183
"7",-0.840334702906849,-0.561593434937425,-1.68244233583014,-1.52328793395566,0.592924709599387,0.719058672871791,1.75248997802555,1.65254163547235,-0.483174283976148,1.18337912627409,-0.381997038925527,2.53049695731177,0.472229790998556,0.447713358867843,1.74139363844549,-0.0829795178361886,-3.0124778232516,-0.0161078777339515,-0.163698992637208,-0.266483260893214,0.650986911324241,-0.559197247663592,0.0293835327242877,-0.00696354068113766,-0.408642523701609
"8",-0.165021106329817,2.90989909433675,0.716585002226494,1.58130968573532,0.304766341690857,-0.63799155434412,2.01382546900963,1.03625000516151,0.391627731508941,-0.711451220845869,-0.912397998771437,1.35952092693816,-1.00906506255912,-0.106864158240136,0.813064997770564,-0.880949633876626,-0.552231330016602,0.511288897164093,-0.315660687475742,0.955199074589471,-0.583792751506244,-0.972957500779873,0.420985193631294,1.81912329762154,-0.20084278609957
"9",-0.285544132377731,-0.192383350602355,-1.75403789137665,-0.786320900526108,0.758602022064642,0.749640221162471,0.0358165798784387,0.109099430802576,0.742077376224228,-0.0457889055939074,1.46384715633421,1.0403813323596,-0.24411499046369,-2.0910890028959,2.29347976051003,-1.11377672688652,-0.112314824122757,2.07371620947438,0.333357267294242,0.506576556647611,-0.039813623218611,-0.871222255117306,0.397796343727883,-0.338419607494435,-0.721801893778766
"10",0.327349489404965,0.38412162749851,-0.483583065723657,-1.09627482879639,-0.432588072520615,0.219254941924473,-1.28492997632083,-0.264113900899679,0.372049193800118,0.700225732783649,1.56571052329234,1.55134484477528,-0.507027142216486,-1.41785075201843,-0.557526226971714,-0.112889699301797,0.0463465455583665,0.488696102903065,-0.274354651203142,-0.323790017123674,-1.89586691568423,-0.401125085189054,-0.0682931032536119,-1.03539918559447,1.58581410314325
