"","indices","X__1","X__2","X__3","X__4","X__5","X__6","X__7","X__8","X__9","X__10","X__11","X__12","X__13","X__14","X__15","X__16","X__17","X__18","X__19","X__20","X__21","X__22","X__23","X__24","X__25"
"16",16,-0.570554242642335,0.0441596641886552,-0.826699074512987,-0.287045189627071,1.19600307933639,-0.467609438383237,0.00366767531310529,-0.431964657858529,-0.227300311906025,0.0562828889409041,0.0916985140035841,0.111228589038504,0.0145737483605236,-0.489720122280952,-0.580251586406458,-0.403520974578397,0.985784586725549,-0.224292595504228,0.174344201676344,-0.311952049777925,-0.389778901332286,0.0166557535630515,1.00417390257719,0.912467396162427,-0.386033423764297
"17",17,-0.650964187902589,0.855094458040826,0.477406167385063,-0.191236090194831,0.691366747935931,0.532379180851722,-0.412653883338762,-0.0798409727170823,0.0877442685658456,0.278402256256229,0.380594209764577,-0.787225066437375,0.298515250227663,0.335805812111431,-0.0090709039339812,-0.349456768679907,-0.601003015346062,1.4742687036266,-0.524773652516873,0.710952543842636,0.37105891189114,0.326940468823632,0.359530919286781,-1.47600248623867,-1.04025271291633
"18",18,-0.496302299196224,-0.713346765562447,0.395405450464232,1.02173831279671,-0.658255354608143,0.543363424605884,0.0758790073958129,-0.235259849181137,-0.332946068445678,-0.449183488295385,1.72678936142635,0.848256903599453,-0.0246242105726199,-0.380887608952296,-0.331133993650735,-1.66411626992862,-0.137252784138911,-0.213098635329601,0.0402260423617088,-0.620969210613074,-0.730274382047596,-0.646873223600642,-0.731673542208363,0.841978917117391,-0.595026773073643
"19",19,0.120145434525292,-0.287922012681802,0.372275336250031,-0.0789153549846261,-0.461606194551988,0.5279135235863,0.461955884755424,0.571992525066569,0.688802554670567,-1.35879261118834,0.250911574739088,0.262769723731735,-0.396814979674345,-0.24411510864973,-1.78107034233477,-0.53600723096519,1.16189991001186,1.03227834184909,-0.847783776701867,-1.38209161672558,0.167203918083927,0.16889329900038,0.242459918534671,0.161902175772828,-1.08474389201978
"20",20,-1.27716503066355,0.696141305575518,0.319610563397644,-1.15751339496773,0.440087832426438,-0.664368235008848,0.147593496093676,-0.118825182502558,-0.944408921023752,0.0555216700270399,0.242387145795239,-0.880239240086859,-1.3996435775515,-0.745010815795917,0.584832467147696,0.844029806684459,0.380657389278283,0.115646578790489,-0.307873004906517,0.14070690830285,-0.758567227414545,1.39175897531592,-0.999859955776764,-0.39850644919924,0.166414875558225
"21",21,0.985635539227025,0.4508909516833,0.622406679040739,-0.706232263810498,-0.134213394678031,0.183025342234707,0.96869029086366,-0.280558972044748,0.32517944161079,-0.969177456341119,0.0460366421949768,-0.295859762336036,0.485789486345745,0.448935635324429,0.785955256927665,-0.0533429478137175,0.207877925653977,-0.460722053843245,-0.414245992332668,-1.18320410570106,-0.128889790395253,0.355048436862949,-0.816881665642472,0.24794442192821,-0.594966412938672
"22",22,-0.903819539032039,-1.93006897715843,0.798887145834581,-0.104728856792684,0.168708052165954,0.176451941083572,0.258569628784146,-0.0642155015318119,-0.149295193879402,0.126086189837537,1.49427937265443,-0.477654038695861,-0.0875501483031905,0.174271403063602,-0.919170688328898,-0.0678268138815715,-0.472836684355317,0.573156910075834,-0.399582674894527,-1.56228149198193,-0.115804304133425,-0.439707697049788,-0.106044508460355,-0.231736557724676,-0.99708810701136
"23",23,-0.018417983462863,0.855990390982108,-0.606748001192858,-0.387811430543107,-0.331373070907487,0.34029530336836,0.977667425603364,-0.625301529719226,-0.0410452939966505,-0.762733574838623,0.481851619711202,-0.0283122222714278,0.956230154584615,1.27804751977711,-0.0771973063056861,-0.596599205277889,0.175221393734714,0.752671417670842,-0.349602764459411,0.232507092241656,0.444607497265311,0.477628709803603,0.859565732825075,-1.71541229768013,1.67849737825451
"24",24,0.759728250974003,0.28310417668163,1.04554416750476,-0.378497382835685,0.942546410639943,1.16183544649189,-0.421550683918186,0.444763291223385,0.504171298059372,0.515637294630809,0.617785022435553,-0.4358091703499,0.123609302100605,0.281755158056042,0.704553449764974,-0.217580111483971,0.193890284181558,-0.271332613349407,0.638355933061044,-0.0546428694965225,-0.2893227175564,0.382301569952336,-0.440940531481383,-0.904718461374902,-0.502681908945551
"25",25,-1.04097640679349,-0.058326693929314,0.590691222903487,0.251829484218346,1.74271372504049,0.292471965086933,0.89261535975333,0.312194474993169,0.643870074063609,-0.110795387767292,-1.0206841387768,-0.608002874367656,-0.609759583538569,1.13585405696638,0.550448025648854,0.568285097575037,0.554097797183905,1.00327797169277,0.146946793832027,0.609573825477861,-0.292369399820454,-0.0179243283265373,0.511898664834419,0.234471096241617,0.675715566660135
"26",26,-1.70049800688607,-1.04437573034639,1.0422611802449,-1.15724893491427,1.76576124624948,0.108423581139402,0.900148053831074,0.709851602763584,-0.615441361787426,-0.722082115552955,-0.199702269982863,-1.0007120223574,-1.46435690548912,1.12297849812305,1.24298443871901,1.01686373231563,0.239377310008215,-1.40143448306308,1.19263992857491,-1.15062824610453,0.140399717957163,0.937570881695708,-0.792501756377658,0.623983684793396,-0.259091191390976
"27",27,-0.751814074344775,0.929608209509885,0.915327390583259,-0.464793935943338,-0.392177052066263,0.671035387995258,0.569676517597832,-0.136457547883134,0.142341869729585,-0.534488185621167,1.53975330485311,-0.124387381107026,-0.705669967520797,-0.299538587874137,-1.04043929395408,0.3141435060611,0.0152201703561393,-0.143469833021863,-0.202013950872213,0.384241674325757,-0.177446230477789,-0.768049801262697,-0.865039900925754,1.02150657464851,0.476224025760461
"29",29,0.976207730987553,-0.601691298245546,0.389069874257475,-0.0274420040998198,-0.178209943515133,-1.64007046593277,-1.08301352245111,1.68389147943479,-1.08556601407206,0.369445245183811,-0.475063538799103,-0.862233107945186,0.353548456241728,-0.437934648513297,-1.04603129984496,-0.117252754205941,0.018089818191677,-0.0425873104351843,0.707055232668275,0.321028714610023,0.0110140139825529,0.0538447520288885,-0.64675115143105,0.67535012674568,-0.22059800268025
"30",30,0.663196914752807,0.9765127181827,0.518043566302351,0.0383140246318947,0.215547656174489,-0.147579804373067,0.219345711726564,0.898942073035284,1.12109626644518,0.0386712451015637,0.408634065659389,-0.133616581718336,-0.796195014720812,-0.676497389899044,1.35651346756106,-0.0428081066500163,0.211695373914771,-1.13379429029835,-0.120496883972355,0.152135382976599,1.03939103701923,-0.0341079185570667,0.224999793221589,0.0780771805872312,0.772100235250739
"31",31,0.712860171774159,-0.763240494884001,0.111086614970172,1.09583346130323,0.606233300813352,0.130791565626717,-0.124505131993841,0.284845497783501,0.584649827775059,-0.616734464782061,0.708866465623449,-0.366043315072305,-0.0825567881963902,-0.485437018497461,1.48474876465161,0.803297931400916,0.823535665309409,-1.21576084360064,0.0552849230398541,1.16632292421487,-1.73354507806592,0.670692659425997,0.959887463515475,0.716856703909561,-0.181797055200271
"32",32,-1.49356943575536,-0.674324607576586,-0.665232010094437,0.0136506117458097,0.045888097243587,0.313797457455981,0.571015504503745,1.11653539167109,-0.692205721836201,1.10442994859309,0.193801121870752,1.18282577541316,0.410629434431223,0.746273607033263,-0.834137245349215,0.293039130875768,-1.29733172411986,0.0937913819140189,-0.247994671537726,0.383986417684942,0.481509851109956,0.0489907767568044,0.461378067357766,0.965687027433034,-0.0933921092540686
"33",33,-0.11677845072466,-0.258851347856554,-0.48112191053223,1.57445022088771,-0.571080996484413,0.284879981238154,-0.387465247675372,1.13571480168813,-0.425369906329793,0.188953363054268,-0.0979454280645031,0.21277946925997,0.667639162928514,0.0472077120362053,1.39074006886085,0.813979889787932,0.430650668664501,-0.204223322113228,-0.391173112218159,0.533264483312054,-0.417504608849982,0.452327067727402,-0.177128251782044,0.376760888076579,-0.895128817928566
"34",34,-0.227760570013087,-0.875954184563344,-0.360072927265763,0.689346201080891,0.465230030257558,-0.450359602906477,0.849077541965098,0.47122051188298,0.81963010276851,0.524064143391097,-0.480290910229023,1.31797458793056,0.287527806303665,-0.327486375345167,0.272474405433973,0.361615470215724,0.355571822652831,-0.886395155355154,-0.050491160845845,0.72870322780778,-0.0402838919950237,-0.250767683892788,0.511406999787381,0.65866733367125,1.5825030217233
"35",35,0.300083813876234,0.352762368770574,0.435293039176285,0.444222284767248,0.375366964054449,-0.5706239341984,-0.833059757445415,0.138645818526704,0.491612247722297,-0.670761524187758,1.1258772835914,-0.287527130894321,-0.343010243598732,-0.225723275204308,0.228329523567748,0.152904883076118,0.675043087740611,-1.32392461628535,0.0302031039826883,0.378445364094709,0.886229236706496,-0.569604973768588,0.558179520516998,0.141999639478117,-0.465101436628152
"36",36,1.41846169268222,0.109379674699308,0.161330653179464,-0.655062263018531,0.0211864585302616,0.478921026663375,0.324221749583347,0.142855425362366,-0.498491878540902,-0.55859894448707,-1.57858765001366,0.940327921198373,-0.199949793210868,0.427898259317274,0.478902980977681,0.51008704010059,-0.282231978145953,-0.594216579249054,-0.61941362697298,-1.19878042388511,0.864972183989361,-0.0917295488236963,0.555150016350632,-0.93384614579304,-0.431225493205873
"37",37,0.256416581144539,0.47011082958539,-1.90623969066356,-1.00037954099659,-0.316454474973377,-0.921756968179294,0.102402557902468,0.33750430698689,0.545399237631794,0.0258796454703955,-0.910147092675121,0.673495333820272,-1.4344875345479,0.489573638925508,0.090350679908552,0.133519045811259,-0.1462948544757,0.679831643297822,-0.488461018820294,-0.282745797770431,0.421406266454374,-0.5927843216546,1.28611183220215,0.134806297739305,1.21210282932549
"38",38,0.124836505292639,-0.596466037896157,-0.609924253836342,1.19843076774635,0.550127554692228,-0.972349120202219,0.105259794421601,0.134418257347055,0.333562936682929,1.1001411482813,1.34669759661142,0.223311144637911,-0.0878485889054736,0.191879036692573,0.535582587259261,-0.326373437477786,0.851191821221869,0.168533638885108,0.557726727633888,0.671873251725755,-1.11982654402259,-0.578596892169439,-0.427458526322124,0.00937159007921248,0.835441301301593
"39",39,0.477054137766621,0.765208684107792,-0.909303196305771,-0.00447086667858718,0.80527831050472,0.284328708233411,0.102633771805179,1.26007674707378,-1.40168246656831,0.115373053241654,0.693861524676878,-1.1571574336684,-0.942242545146887,-0.201977997688859,1.43402789122512,0.948535268643001,-0.202951876503948,-0.655255003789714,0.549045019495584,-0.361015101937764,0.384891325728198,-0.062732245341601,-0.506611289897925,-1.22894051849419,-0.14532728659369
"40",40,-0.488570384714102,-0.199498213946486,0.531840590609573,-0.962644953889868,0.766782206108568,0.142610048096657,0.818714673446858,1.17798392525162,0.320244921791984,0.47428438585953,-0.326444854507609,-0.811266936132924,-0.468094207153214,-0.648528485230326,0.229479148048151,-0.861637198536889,-1.42365777754567,-0.168911451087601,-0.787893847985913,-0.561543723069701,0.0916844770957211,0.839710648711994,1.44011371820975,-0.612895566217659,-0.0340828623011965
"41",41,0.0802327068993635,-0.874850504899296,-0.756456736665578,-0.397363400163093,0.538715794731969,-0.350192794674148,0.230906887281798,1.15100123925285,-0.923526931063934,-0.944854623710973,0.596317786409548,0.115152944541855,-0.239052339098599,-1.33034465922311,-0.47682652122617,0.137761958755976,0.487703248261538,-0.283731537753635,1.19991414357656,0.0162187027287762,-0.718466667926512,0.165450967884211,0.911119088111761,0.527114717946398,0.53605264414051
"42",42,-0.63761217571299,-0.938886058268072,0.928157816736393,1.08584913518166,0.144033705937491,-0.211407304640645,0.392315078531188,0.635724847292388,0.405486802185238,-0.255116919431437,1.13391271761171,0.983448356992804,0.573717240923522,-0.788113073708074,-0.33564580118767,0.1239007996564,1.47788299528731,0.858607636476359,0.37341435948781,-0.0857751699873788,-0.492863733012074,0.621012761975308,0.340798235345097,1.04582646158764,0.964637131940622
"45",45,-0.769355665739826,0.42033428904255,-1.45432609117854,-0.491943592818456,0.265191509699721,0.674836388846912,1.09948031158891,-0.273099271301308,0.540362179015488,0.255439612860158,0.12273809984022,0.426797682662802,-0.252409718459612,1.36317121962017,0.269012133447406,-0.360481499947843,-1.06426644157224,0.604974170570928,-0.827927397710455,-1.31750819011357,-0.274022491733875,-0.766734424173331,-1.29725885113175,-0.736475584414598,0.754409840018281
"46",46,-0.834786598561098,-0.213795175162448,-0.155987310830301,0.409044103028363,0.0282182828048846,-1.01815577523938,-0.607463626994841,0.100503004563484,0.309392679553908,0.106330677191545,0.612946241865595,-0.00802259144676833,0.0182722349639117,-0.446387164480531,0.411142840535558,-0.0855360015338532,-0.156245860066285,-0.893056458390313,0.104594523692601,1.18998172001272,1.15443472798995,-0.482462129504783,1.13285274723372,0.662973356456103,-0.469050763223693
"47",47,-1.05737665462949,0.00756442538362399,0.231707951738028,-0.0779744037780415,0.0465895215978176,-1.21657392322455,0.805616574402054,-0.609116975911146,-0.237432632356176,-0.320292244624666,-0.043994380280019,-0.834219419727112,0.449782596325469,-0.292920018580377,-0.248301605748649,0.509074580425114,-0.0989502315787616,-0.153650517343004,1.5721885710002,-1.10674696779397,-0.538543164539854,0.642892719044435,-0.225622111717654,-0.934749250436031,1.45458855790475
"48",48,-1.00837132927125,0.664747991148735,0.0520597625317379,-0.731522583377883,0.706924131189078,0.264069046836089,-0.105119127470209,0.739530745399274,1.48007996545177,1.17775342513365,0.00589225130943933,0.379934229032036,-0.647551436153375,-1.7504116152873,-0.190294453696455,-0.151040486929427,-0.61648248331588,0.667402242963798,-1.44910408585858,-0.866491091662012,1.07889674454953,0.688866366182453,0.326443824762409,-0.931813466694071,1.02262372771201
"49",49,-0.141400160449169,0.487718336200306,0.54742896053746,0.469546652673168,-0.96872667750613,-0.254473766232873,-1.00387469651482,0.35598962556837,0.639024699664599,-0.188106467836867,0.443867817654603,-0.848305166116009,-0.799195462185755,1.14571185145459,0.864854083937689,0.941559886644,0.17399717789596,-0.0720894613723754,-0.137364552665087,0.313405530473232,0.188732647418001,0.394266000061074,-0.125657600481502,0.266097147736713,0.00448394436163993
"50",50,0.00793620417512834,0.372975424730579,-1.46066602669915,0.178771591140934,-1.56605873671431,-0.105375214818214,-0.625752057064556,0.158332577535212,-0.749751285612397,-0.972467720123873,-0.698966407946022,-0.562997546533791,-0.7934334857164,-1.29830127285686,-0.579799790163059,-0.579363128681284,1.0920121990744,0.0660792484360889,-0.305354444462081,1.04118051375121,0.160168245993888,1.64375101662364,0.702122086947626,0.0528882584504527,-0.967903627866308
"51",51,-1.04631974313042,1.25931680504435,-0.317881238411057,0.876775258861707,0.36938000363801,-0.00353993635334319,0.139503124871641,-1.07315319527362,-0.722635917673749,-0.0716994062801958,-0.34107020414658,-0.116565433453883,-0.289705129448584,0.6192616502943,-0.369516635397948,-0.812712904410114,-0.18872687107745,-0.217175566077667,0.418438705433704,-0.787079207690815,-0.341988517087949,0.0477559506476778,-0.714431624671679,-0.425691289152082,0.267160508455573
"52",52,0.456445197454408,-0.650508023779913,1.36001978277691,-0.676334781673534,-0.252862434110867,0.635934333562121,-0.0188919494702605,-0.938817759417154,0.0174112057347776,0.424916145584665,-1.05518356586449,-1.31929888875092,1.04164093911544,-0.822927168504025,-0.330138288273482,-1.7383572004025,-0.00457765616640041,0.0417518279621728,-1.20607778326422,-0.56434151250513,-0.925852913499156,-1.62414968621054,0.321700325376004,-0.415347948033573,-0.2618022806254
"53",53,-0.35217249158491,-0.134784378349778,0.245860844157389,0.398118582351139,0.249178228081329,-1.6922178095748,0.781332600283833,-0.0982315896458103,0.60602235779128,-0.736078418700712,-1.1154288236218,-0.471027086496512,-0.498344265635461,-1.25312163185811,0.976831415125581,0.481674745914142,0.287563192358154,-0.286092349110896,-0.627388461735068,0.208990858415615,0.312998590799089,-1.33354432215987,-0.75480178357244,-0.870521467043386,0.531286709165902
"54",54,1.4844064721096,-0.807840549942399,-1.83907768244458,0.592204278100726,-0.345483506122658,-0.0898128676502922,-0.605969533694954,-0.169679359461887,0.785194749669383,1.03112425892008,-0.0178541662663956,-0.0596780563087454,-0.275887645246824,-0.262331836436904,-0.109701190084243,0.31856229021718,1.57740229956742,-0.619481601688709,2.05561769760781,1.00498369324639,0.14225405049352,-0.570181625928213,0.00292720649357283,1.1423283794367,-0.0561725551183417
"55",55,0.429025505337925,-0.0568278814500039,-1.801718048736,-0.548391493229392,0.755593470604497,0.858779059059362,0.286410201251907,1.18213808783641,0.453940545557514,-0.577183063592911,-0.584099378251432,-0.686250363053273,-0.230159945267161,0.411280893827442,0.95850371180271,0.54407943116451,-0.44823367847998,-0.416113015820574,0.415933810058912,0.142947383991488,-0.0877630553747937,0.32196730862399,0.774314195723373,-0.0176244193565799,-0.0656566913344368
"56",56,-0.181654224851032,-0.187381640812834,-0.869445520868714,-0.658638339457685,-0.562070573350031,0.390002848119338,0.18647523520068,0.237246709246601,0.510110104092471,-0.10736471770718,-0.629142120104449,-0.758105960547499,-0.0894049159369499,-1.0204838290481,-0.932178544589352,-0.034657424022646,0.554019301045889,-1.20851138328783,0.272192857098158,-0.658255648119297,-0.167138130603667,-0.604597966211957,-1.42699073058558,0.309856858754299,-1.3121323250017
"57",57,-0.569358823571935,0.630171782531834,-0.517345494094645,-0.15713641813381,0.127120803090182,1.38214238273415,0.224558297170453,1.504402103461,0.316495099111235,-0.923593837581502,-1.49317210729236,0.341834068226321,-0.434137451886772,-1.1457888101583,-1.19048798123023,0.78555305591802,-0.466456405820539,-0.90078251640357,0.0661349171679154,-0.648358811893055,-0.451752764387583,-0.83031775170756,-0.801216017858381,-0.075926918732129,-0.791107467524561
"58",58,-0.0350736800010434,-0.593383917006103,-0.820743811674545,0.0747607375161315,-0.199031954783917,1.01151887327822,1.34698507808384,0.375392485347158,0.459173554170724,0.715822796648981,-0.779826887887501,0.853913919833427,-0.509082858341421,-1.17801050679217,0.601177435935191,-0.52031161612615,-0.0267033260178357,-0.867733661710751,1.3788165540567,-0.474620475793751,-0.253606126914096,0.0804638599815492,1.37377672464908,-1.54167704928386,-1.31798726383891
"59",59,1.26934597147514,-0.763799082683076,1.10102296417076,0.644580398863843,-0.302060961195573,-1.09098526570935,-0.147546148060166,-0.433281116595233,-0.391733592606216,0.136455661859335,-0.891131304189565,0.281728949676347,-0.536783375994593,0.1809761297071,-0.673381480134901,-0.0256704617297374,1.57390209160307,-0.519659099888121,-0.802033688761746,0.519878279454222,-0.556675203849647,-0.00558831268409827,0.829805888668455,0.0753129882132148,-0.253631258970054
"60",60,-0.644656584809361,0.41917253818481,0.481515571512587,-0.372500968869031,0.397712685628743,-0.477370703197228,-0.369047972583585,0.864195830018605,-0.0448649469921058,-0.0993117466874637,-0.00285285521405087,0.273348739102912,-0.875436054147133,0.549167129718654,-0.0723525183180238,-0.362448301163903,1.56941421971757,0.351160697719318,-0.187073685736258,-0.48503957112999,0.397156295686852,0.347304910935305,0.868551836151817,-1.48989676086905,0.396382232791095
"61",61,-0.596646602662736,-1.41236193932831,-0.120056707848958,0.0563103729615831,-0.303398498773802,-0.0414735975215754,0.30328614209122,0.0991815803419548,-0.61575967550441,-0.298923125443892,0.562222733891306,-0.794478436547548,-0.255075371283692,-0.383222011633933,-0.228169089343861,-0.241417759027566,0.549152811027358,0.572540072241052,0.41517262394776,0.245268707384211,0.759289029591677,0.824920451606308,0.77280665657576,-0.337709716405978,-1.08667463101951
"62",62,-0.924066164633658,1.21971761019963,0.0802558636760049,-0.61851403792355,-1.32577792741858,-0.109344928405894,-0.419377015498125,0.0950608428809643,-0.535542154810497,0.00733330752050343,-0.277351843697338,-0.45972486146269,1.01628833817623,0.214448884121293,0.104108802860125,-0.151091990067222,0.45606410712332,-0.51947931292772,-0.814381977056109,-0.801012219138558,-0.346094458368825,-1.05612121633671,0.411815022031283,-0.298689036268124,-0.47470127417137
"63",63,-1.12219901624196,0.169690560613346,0.519385953221575,0.457069672383949,-0.565951244216013,-0.488223943955559,0.407808723869072,0.771086360754453,0.448260083790154,-0.0339213618814513,0.717682534870004,0.0671971152339387,0.205869852882832,-0.408415071401885,-0.124273601581362,0.0452344257339776,0.291816301156414,1.05161903173682,-0.358268625128447,0.198820733087801,0.549220540746212,-1.50742691799398,0.400355845526273,-0.464307593636097,0.429904404719348
"64",64,-0.635495105881697,-0.437951765310597,-1.840798715313,1.04238109109554,0.707077172142943,-1.45085132710095,0.77517595844437,-0.240220276855291,-0.853842677515321,0.366831103111355,0.417078652496085,-0.643697025680576,0.44587157089588,-0.514722271821586,0.216737958502252,0.493214609571548,-0.538096103432186,0.00140559674861848,-0.120145260674225,0.764766834469845,-0.326403002953203,1.16340937496266,0.973687611532987,-0.0579524461688171,1.04151417108404
"65",65,1.12230268626607,0.541728453946041,-0.515191699916554,0.301078138512276,-0.781374435404165,-0.725947385446207,-1.19717871273014,0.642670501498114,0.146436175286274,-0.44585643673908,-0.332339498317601,0.547949771907639,-0.839679521169695,-1.63017105043514,-0.60148320538944,-0.84089188710694,0.81861512485332,-0.0400598924825692,-0.223272246662601,-0.404413776451074,-0.590104019927046,-0.596724945425142,0.0507491387848632,0.351642585360668,0.384616560002846
"66",66,-0.228267075647211,0.861446845597179,0.414138418124274,1.68991505377033,-0.285837968876143,0.727846299311865,0.631800887246181,-0.46837544676903,1.19270407248444,0.912731142442863,0.40387888085727,-0.713375601352618,-0.326020798913169,0.531640951287165,0.388680978387361,-1.12928506871217,-0.841065275829639,-0.867382203894494,0.826828811852672,-0.838272168819433,-0.555570017398734,0.0425383738493793,-0.561736943274904,-0.507250142631436,0.340435327771928
"67",67,0.177722752248014,-2.22499241988196,-0.474207942638586,-0.382191940373879,0.702737019234484,0.41186553108927,1.0503269419693,0.22969560167344,0.235293461124558,0.0926048603831125,1.12572095567836,-0.150150965925355,-0.425564822252164,-0.0509598474846747,0.204449629016753,0.0425578457602601,-1.30442353369841,-0.689230011199706,-1.03659340147488,0.576591769044686,-0.412053311758059,1.51534753937402,-1.53327910155131,-0.343019209066785,1.40959864784712
